""	MES	NPC	OPC	AC
NCOR1	-0.265121635891796	0.283899892258445	0.188443494840783	-0.363292051807446
C11orf58	0.0560474448858373	-0.0159675874832868	-0.115864186325309	-0.262556653568719
UBLCP1	-0.103005044418314	0.15958340723602	0.0698058326191047	-0.293979469306157
KRR1	-0.181882275488969	0.23866539656943	0.154537143756	-0.35676679316526
USP47	-0.190319963146057	0.249337432555792	0.176976568991921	-0.396689240268104
RBM39	-0.163608672485869	0.209535209459473	0.129780011368013	-0.359046369905648
USP7	-0.162604737730786	0.223183453278198	0.139922842352168	-0.319277913028626
KTN1	-0.20706150786592	0.265611372164237	0.191736832523512	-0.361952065290449
HP1BP3	-0.242165131302024	0.309043504318882	0.229053134839588	-0.366646559430858
FYTTD1	-0.169074782329905	0.203733385154636	0.0886643250273997	-0.359412693689067
HNRNPC	-0.100719296730592	0.163835291474937	0.0741583972986816	-0.343805200137771
KPNA6	-0.186479332994385	0.243083353251298	0.160340502602351	-0.327952558884736
TCF25	-0.0950387956861319	0.143346004534063	0.0487405442305871	-0.356538355567854
PITPNB	-0.113431257360789	0.162368189531325	0.0660520772987178	-0.359407062743281
CDC27	-0.124012850100401	0.123343010764207	0.0472015373747181	-0.266128833322677
TSN	-0.0633384559148518	0.00511522228190771	-0.0737743709100889	-0.261457902051827
GATC	-0.0702584229064966	0.16517237945391	0.0457220214582712	-0.351194169115614
MRPL42	-0.0154160109819469	0.0464364110958247	-0.0680923639340715	-0.324777081171771
RNPS1	0.00623259830993738	0.0175682362292373	-0.0817170244474992	-0.335189100004102
MBTPS1	-0.231927389162598	0.263630767831367	0.188461413194667	-0.328070561779787
RSPRY1	-0.128488950827324	0.197758189054727	0.11025490264891	-0.354000313764516
WBP11	-0.0489955244660223	0.116539533944358	0.0154829971432342	-0.415611007784205
NDUFA10	-0.0391019009351628	0.0105472924839799	-0.0897070232716816	-0.287575348814705
RBBP4	-0.134479305830296	0.161246238078474	0.0630588489250628	-0.346359446484081
KPNA1	-0.0612207071213757	0.0999973301326644	0.00256166981227894	-0.288560279254087
DNAJA1	-0.0091250890092381	0.0520727233388637	-0.036128202325199	-0.278279041338731
ARL5A	-0.091902704749001	0.157571891127031	0.063754132165646	-0.358378578995377
SCARB2	-0.114677105672856	0.164822176672999	0.0902897177962121	-0.332661136757578
PPP4R3B	-0.0719489425295187	0.117458880477661	0.00244141046372258	-0.36945248673821
RTN4	-0.149363335679979	0.207132795103351	0.119781813821296	-0.322201034775837
ADAR	-0.0936518182581211	0.124778498517183	0.0262110407678779	-0.341213331000136
FUBP1	-0.116094317657948	0.155892605456204	0.0589189026607714	-0.321589550831609
DDX39B	-0.0119167108227087	0.025811567566653	-0.0781952674833239	-0.300533551314015
PAFAH1B2	-0.116247811429161	0.1306568624706	0.0548167879393759	-0.232843179284929
RAB3GAP1	-0.131736702971259	0.108998084429783	0.00991166378617413	-0.311119793901424
AKIRIN1	-0.128663933444101	0.157142366172552	0.0863242577254833	-0.325002801861369
FUBP3	-0.0178319747501197	0.066828086783209	-0.02987606454823	-0.287386724036217
DYNC1I2	-0.0971941689248146	0.182425545256558	0.0998007968163341	-0.311464872755992
RANBP2	-0.147323511707707	0.194635784313881	0.100786520299075	-0.381827269763182
SYNCRIP	-0.135270462695739	0.161174205843509	0.0665384471737958	-0.366794472122461
SF3B1	-0.0732692872043333	0.129025139150053	0.0212480598619096	-0.338181071955033
SEPTIN2	-0.124482354547455	0.153580107910588	0.0569057654407822	-0.293299966870332
ZFR	-0.152519137415335	0.178220998274109	0.0948589351371026	-0.326781244084474
HNRNPK	-0.05534875285002	0.101742961166488	0.0104478834974424	-0.324988738617183
SEPTIN7	-0.0666316495996937	0.109500808341644	0.0210041027390591	-0.328142589323158
USP22	-0.100430231971797	0.111441573561505	0.0266058771970941	-0.329806983713684
PAFAH1B1	-0.109126859193522	0.134589503602916	0.0420939595779097	-0.343526366710744
CYP51A1	-0.0271335605681156	0.0803323375639899	-0.00744154070942897	-0.338009219022492
CSNK1A1	-0.0876980624575504	0.14887755069667	0.0513666033338585	-0.354948912172197
SF1	-0.151139481489013	0.156541825571028	0.0518623806354375	-0.352575439175494
