""	NefMES	NefAC	NefOPC	NefNPC
LDHAL6A	-0.103857372844544	0.219577753513367	-0.0421107163081813	0.116252879717191
AC073263.1	-0.0459841916835655	0.486533395380022	0.330944304325412	0.395112952027955
AC106864.1	-0.332326518306982	0.622148253649523	0.319736052638347	0.439727530176492
AL157762.1	-0.257260775692844	0.443020673734955	0.203479951135391	0.334445741417958
AP003498.1	-0.141393747855659	0.485544058256263	0.18500254841942	0.356944806137916
LINC02349	-0.141393747855659	0.485544058256263	0.18500254841942	0.356944806137916
LINC01215	0.00113556108279739	-0.026591401873657	-0.224088272647699	-0.0920015706464143
LINC02823	-0.0312235417870742	0.426147473213834	0.205215050403935	0.338981559897023
TPSG1	-0.0156267585620404	0.189055596828464	0.0532277636403139	0.0941976546786327
AC090948.2	-0.0502442338190004	0.308207653399385	0.248530913600958	0.189081434281085
TSHZ2	-0.11426286048981	0.3585732620496	0.215414303393873	0.287149434140942
C11orf97	-0.122922578510294	0.513935301711686	0.243167701614157	0.338044389075854
AC092849.1	-0.234828789030931	0.49657133903047	0.188513663909113	0.358582292757504
AC018802.1	-0.126478044605179	0.52180157396684	0.220367536079038	0.365763766347937
LINC00618	-0.161651370382029	0.552895373960484	0.417337051865593	0.48085902644543
AP003174.1	-0.284565899408655	0.685231177940942	0.360186936784146	0.487883296802511
AC020779.2	-0.284565899408655	0.685231177940942	0.360186936784146	0.487883296802511
AC012615.6	-0.0331348495006665	0.388991346492027	0.105796530128835	0.238930107630098
MLANA	-0.225993880688268	0.337680235033607	0.0590867526517361	0.151338294006866
ERICH4	-0.0566849277929977	0.365626037778967	0.115463028418429	0.198958523277176
AC010157.2	-0.0642898600273019	0.578770402882746	0.38036582768171	0.446957487740371
LINC00606	-0.301907542914368	0.531016665309293	0.197423536546428	0.355695075163327
HAPLN4	-0.233270465870049	0.687746798748947	0.424939158836181	0.547121005670637
AC027128.1	-0.168188041703572	0.688666354288732	0.474924432242353	0.570401384418469
AC011479.4	-0.138853101816187	0.437370593276003	0.209046279394049	0.274606081893933
AL133355.1	-0.167040694286243	0.411357806356425	0.126125665708792	0.247461668343179
PRAP1	-0.37844840487262	0.747726387505432	0.52455729193472	0.595363941099157
AC068308.1	0.118771239919897	0.241697239964255	0.00879856979144236	0.103670544496232
AC100803.4	-0.0889378169758401	0.490689941086611	0.322355770042483	0.379846580443088
AC068790.2	-0.193646125138685	0.233871183259052	-0.0400563358123581	0.0542357782690167
AC018635.2	-0.0219179089625077	0.326288339271879	0.0317202308022028	0.189850529839642
FO393418.1	-0.00163695235483941	0.363517533510914	0.131706734249643	0.225470345468864
AC025917.1	-0.337657827483027	0.535110726127261	0.24602136966496	0.376923607884952
AC073941.1	-0.0256892622593533	0.66084786848547	0.571677486151319	0.633240366017428
TAF1L	-0.385908144267124	0.544648870919415	0.221379798690605	0.35430257531896
AL121985.1	-0.271614135531789	0.00701003043888891	-0.236602084321164	-0.122042722944929
AP003059.2	-0.160388304124894	0.553450688958048	0.234745817436862	0.374555848665872
SLC7A11-AS1	0.0378506476822046	0.464070317093374	0.231651026273267	0.312017093135585
AC245164.2	-0.281446351523754	0.33396462378112	0.167799820578341	0.249282891771268
AL138963.1	-0.13678788907433	0.494502146849951	0.233027172918639	0.34126527378496
AL133284.1	0.0276413326809361	0.152686460890991	-0.0743399250641103	0.0142225481816702
AC093535.1	0.0529382270825633	0.303230009366563	0.203887159508744	0.200448095679381
BTBD17	-0.266349685608544	0.462890961989571	0.184667793939477	0.308696092233904
LINC02048	-0.309226094693779	0.41829619450454	0.11218924621032	0.236415789541798
AC110611.1	-0.100996687995123	0.160256558966822	-0.123224920088344	0.0167786284474193
AL049869.3	-0.000237812332990742	0.545644483697578	0.368276546267474	0.452028185408633
AL033397.2	-0.162804997294484	0.576068214719947	0.425279724756083	0.450808814741357
UBXN7-AS1	-0.0755583433553433	0.548790736105259	0.239030740475184	0.371910173078392
PGM5P4-AS1	-0.148449138828042	0.645088237484461	0.363182511932259	0.498453146035194
Z97192.2	-0.13442184593018	0.00824689029155358	-0.21757185824907	-0.0843965097858743
