""	MES	NPC	OPC	AC
CLDN9	-0.00487286211426991	0.173134922778674	0.44418862287607	0.137954710497475
LINC01998	-0.0308319120930908	0.375846948313275	0.483873928263545	0.377036110931839
AC007497.1	0.00816356575174092	0.364572854796445	0.401583285742176	0.516467018567157
AC016821.1	0.155146069221444	0.17635294320983	0.448203789335468	0.348744270058648
SMPDL3B	-0.107466660600839	0.219994027831401	0.0388427882334997	-0.272554361615309
HOOK1	0.0940322023401232	0.0851404423166544	0.318759855960173	0.367394107409445
MYLK4	0.103094068122526	0.0918610594844325	0.202761733481069	0.21651811366041
AL137024.1	0.00902482693613546	0.187936309397671	0.193260886578458	0.257820954954422
SAG	0.0325651832587272	0.300405598066166	0.456123640015812	0.374792034143008
AC006946.2	-0.136946598001426	0.165174746961084	0.116638180303024	-0.437039365780898
AC021016.2	0.240846358988788	-0.0147586208030489	0.0397509726493195	0.174785051376858
AC079313.1	0.00700837319933315	-0.0499325348782849	-0.0754283943126125	-0.550937666764076
AC005776.2	0.052015410818363	-0.0332661518718336	-0.0868130414651246	-0.455672708487927
AC087741.2	0.140090355344965	0.0179626628757566	0.183114271780242	0.231573793757237
ZNF727	-0.178573199766878	0.152597156818791	0.147525291940862	-0.294108522118528
TMEM225B	-0.0803540380917906	0.175938436172784	0.238070620159042	0.151056666504575
AL121895.1	-0.0305061980167066	0.138178633292349	0.137932038013252	-0.299950756008091
CASKIN1	0.021845067367144	0.382202845781809	0.480222079084575	0.432929078736464
MECOM	-0.0522985362811147	0.181138726251497	0.0525524242484849	-0.146259448724175
AC051619.7	-0.079454129976574	0.1344841089424	0.217231060668729	-0.123309438393682
AC006960.3	-0.0435592590052298	0.293746227117306	0.403831246148772	0.352276973397085
PCAT19	-0.0672205054799965	0.154840580712397	0.0844444522080943	-0.265550536325639
AL021918.5	-0.0835928659082898	-0.0426388838667485	-0.0398327245965158	-0.627020686053924
TFAP2A-AS2	0.0882391560231305	0.0976603014076403	0.0229014696991525	-0.191834668147988
LINC01445	-0.0390800990106119	0.118845805060677	0.296811802232328	-0.0375377080264536
LINC00996	0.0996491530639077	-0.0635042309870268	-0.0646386305248398	-0.494924284930245
AC007620.3	-0.0219995467964953	0.372072604950053	0.394228287024055	0.334136471444529
VIPR1-AS1	-0.176296267746714	0.396107604310522	0.238980361767498	0.0329535236172363
LAPTM4A-DT	0.158894482745832	0.0883402583735638	0.104876980949249	0.00946290945656678
ATP6V0D2	0.0930310489439494	-0.175035759131202	-0.178601456243383	-0.672817008564493
AC083837.1	-0.0326901129961141	0.212463329329956	0.434749669753482	0.19414399920568
AC090236.2	0.234630253713626	0.0466399495905229	0.173211148735676	0.253813463282747
SGO1-AS1	0.089142308927218	0.178770033201461	0.266833918353482	0.388778826908617
AC013468.1	-0.136082517981927	0.274889942307524	0.373599077973736	0.317909644963316
AC005037.1	0.104466332834247	0.0909150627623481	0.156049549974196	0.176674544196623
AP001010.1	-0.138098886251204	0.448516151544315	0.359295419779366	0.291738057330063
AL512306.2	0.138006795616718	0.0578451204161935	0.286272577714834	0.0918173780318243
OR3A3	-0.0736513447619571	0.312732817332954	0.458990640695068	0.15882550260272
AP000593.4	-0.0629456855735197	0.0226598948155013	-0.0291999284429309	-0.521885604214073
MIR17HG	0.00680955288167236	0.234086853143317	0.370742466986873	0.177138552977055
DNMBP-AS1	0.00462653291203632	0.226552187327383	0.411477184588967	0.276841086322023
OTOS	-0.087173285880051	0.332010667553734	0.221759674370648	0.0754201974298533
AC113139.1	-0.0386462719365691	0.267459503205983	0.324745781038034	0.125827964429701
AC234917.3	0.0622342261001021	0.0406813738180653	0.0507925399873349	-0.0431952246630025
AC021188.1	-0.0375657802113912	0.261391270100634	0.176699113682928	0.314249780371442
ABCB5	0.0369599961064877	0.00631618489843258	-0.0348589267420758	-0.453190298618056
NOCT	-0.0440119561497014	0.234233810430795	0.19511619906167	0.120381273084711
AC040904.1	-0.011139963856629	0.351135547493273	0.367544953787242	0.177942234929692
PPIAL4G	-0.189025414301564	0.504160418542876	0.392008727738764	0.302390321592457
AC232271.3	-0.177652964833161	0.492149775574933	0.576636887848563	0.350362384373429
