""	NefMES	NefAC	NefOPC	NefNPC
CCR4	0.0867443560031229	-0.205579125052093	0.195417433275684	0.17007585228955
MIOX	0.319347660657177	-0.0656744658181493	-0.0599246470204801	-0.31027788774521
MME	-0.00975925320001167	-0.091622553565756	0.466142593643877	0.281803931250657
AC131944.1	0.289735196311527	-0.0862599228674526	-0.107226578602483	-0.33809849083788
PANDAR	0.28499360891686	-0.076090060371928	-0.110462617671866	-0.347200483697434
FGF22	0.184666417263751	-0.0284874507068173	0.20744128740252	-0.0139131213155467
AC018628.2	-0.155737712302945	0.0254280612882958	0.290847422849014	0.369268993118597
AC103808.1	-0.00390158989695486	0.184703752031285	0.452240353370959	0.326861694187524
PTGDR2	0.202015318621213	-0.160938721613517	0.0950640920942972	0.183751693177687
AL132996.1	0.108250696941351	0.207190384720315	0.317632803127534	0.0308189409877766
ADGRG3	0.115277251996864	0.00349744409763022	0.0900789463783644	-0.00229030204592081
AL162726.1	0.214830811261742	-0.10784475368908	-0.0930732880998658	-0.283686010425781
AC138123.1	-0.180931530615701	-0.0707168863473721	0.378654828692534	0.373734236580144
SH2D1B	0.274493067772616	-0.276505509325685	0.0721122064168604	-0.0898140574715134
AC092803.3	0.0840839568163782	-0.0766651038128834	0.224504386051812	0.0741598328671556
AL135746.1	0.282022750383803	-0.0680318815341621	-0.123500444171131	-0.348162796200078
FBXW10	0.241945098200527	0.1987857625449	0.253984217418025	0.0134666641458485
AC008067.1	-0.250200162400965	0.2597592286946	0.522554069557559	0.486810607544299
KRT81	0.138615024817857	-0.103318846509216	0.0605618565548427	-0.129676245705126
AC063919.1	-0.165234514896627	0.10384859793297	0.543644606262904	0.594978504997582
AC068831.1	0.0104913279181389	0.17179826806561	0.50109752606105	0.428903713465023
MUC13	0.323643779879439	-0.0360538682535387	-0.125939366874592	-0.267033198403344
GABRG1	-0.0819089410028609	-0.186018942597014	0.408393536782672	0.421368347724569
AL121830.1	-0.18504939035053	0.157558318968899	0.330188054439476	0.256939474345601
LINC00482	0.269541856978952	-0.0435325667593705	-0.098209836175855	-0.339475591904841
CLLU1OS	0.181713435892659	-0.0358978593397178	-0.213830548871685	-0.170127340110209
LINC02532	0.316601974224489	-0.104282615543756	-0.0984423452648484	-0.336471107914097
USP43	-0.319538708123009	-0.0161421992593414	0.532040014942419	0.620954076520329
AC084706.1	0.167836166877694	-0.141441650372614	-0.102160166827783	-0.218758534187816
AC108105.1	0.297862541913689	0.00947397456130027	-0.0663607218111593	-0.336497114619507
AC055855.2	0.12841789392073	0.00830302596500396	0.335487893032495	0.110136095849818
AC002546.1	0.339014150928741	-0.242181678732504	-0.00635329778545158	0.0736878924853435
IL18RAP	0.333924318700807	-0.240963355924693	-0.0380506795496746	-0.130480898225536
PPBP	0.124372768597649	-0.186095802389374	0.0670280984218475	0.051039277312617
EDAR	-0.143880922792251	0.177709848765395	0.408463936545961	0.320520054562148
CYP4F3	0.225019467113902	0.16395391092586	0.35598083411317	0.229437717642646
AC009139.2	0.335199334638893	-0.072313504577745	-0.0853660561448079	-0.370577879403419
AL133476.1	0.0150036993057519	-0.0019493971234957	0.254685762372295	0.298732088835891
AC051635.1	-0.159430516012299	-0.0626946951113919	0.385152337695364	0.352029430526176
LINC02506	0.013543364588743	-0.142234937175467	-0.18594695109276	-0.236931011237561
NEURL3	0.206082656746531	-0.120591310416224	-0.0933194388100929	0.00481987582095218
KRT86	-0.0716150385616484	0.145781113613778	0.353824547049914	0.0978805114224586
AC134312.6	-0.115530620703678	-0.213077121604185	0.443780367398275	0.44980211022751
PAQR5	0.292646116340388	-0.183907871003994	-0.267106474520426	-0.300072671318742
LINC01707	-0.190334265830495	-0.0946633049880631	0.388332262916462	0.338046615178766
Z95114.2	-0.181328855355566	-0.181457474050323	0.313250548178626	0.267929492779865
AC016723.1	-0.17146675451504	-0.0582681518563442	0.423924849285658	0.403092643862416
REM1	0.261029648968144	-0.0928648609211918	0.180194288007328	0.0252296953606768
AC007349.1	0.117293280673307	-0.0972018274237057	-0.058298996021008	-0.212744301665256
CATSPERB	0.244419330821041	-0.120519071620467	0.0235161951111844	-0.161269808335762
