""	MES	NPC	OPC	AC
PARP1	-0.871215221633676	0.320337968534669	-0.126284117463334	-0.571623500634834
NFIB	-0.636570070527214	0.678493283043536	0.126190978079561	-0.309690747452198
PCBP2	-0.817747269358908	0.261395159038928	-0.249202521641399	-0.666040668941018
PHF20	-0.857545182768952	0.597833316041571	-0.0526802923271962	-0.541257126018534
PHIP	-0.793167460748685	0.453161633042141	-0.130552549320643	-0.596195670739918
SMARCA4	-0.887681885477248	0.543478679174402	-0.0394380929254761	-0.567430993627679
CCDC109B	-0.768161823915141	0.656651704111487	0.148894608641409	-0.330264671740248
C3orf14	-0.87251805304636	0.244291071701566	-0.423518106784601	-0.810691895839251
NDUFC2	-0.776849593036272	0.765932987972121	0.0785149909082998	-0.410181155334647
SOGA1	-0.679804986049716	0.632008242448207	0.0312812169830009	-0.373122865644479
A2M	-0.695178683913738	0.862332007602574	0.366155866711705	-0.179612754971779
CDCA7L	-0.766570141258038	0.549695457278488	0.0466294283412178	-0.404459397434062
EWSR1	-0.903885449836802	0.460573905461705	-0.15615900928215	-0.664946333357993
TP53I13	-0.855745733406686	0.399504628052165	-0.217292584362087	-0.651779408568672
PCSK2	-0.88281536242224	0.63773947065094	0.0626553082471642	-0.516329313601969
WHSC1L1	-0.750476491332498	0.593869614372485	0.208722685916634	-0.274164205036941
CDK5RAP3	-0.836840112014258	0.416532822443589	-0.108243339895279	-0.569879877584254
LARP7	-0.811779657878905	0.475560199627197	-0.106703601842431	-0.553804999748437
SON	-0.877392845825969	0.639813632374654	0.0863898713129673	-0.457477422125751
AMPH	-0.658867538242916	0.772967651379284	0.329876235741889	-0.160799847401142
SYNE2	-0.801487628460762	0.353568673583453	-0.173154862819592	-0.594102296543594
ZC3H13	-0.808832955440242	0.632769189631938	0.0727919925756825	-0.448058375973674
GLCE	-0.832114756030136	0.683544795877658	0.093586118490962	-0.425937490475202
NSFL1C	-0.805133619695377	0.663009472545761	0.168422390934735	-0.345613456035237
POGZ	-0.667177087127856	0.429394644327765	-0.0375380141494983	-0.434064176872021
RSRC1	-0.860023640587408	0.392291263488484	-0.252069989298422	-0.6714285892073
CCNI	-0.8382978810989	0.375935472055878	-0.35527072407453	-0.778604763259382
UBE2E3	-0.734597390317247	0.810422278263135	0.277694218498784	-0.247710543875157
CBX1	-0.809592032209513	0.456932244381765	-0.121514214562686	-0.576658945091219
NREP	-0.760708298303812	0.849510908403343	0.287984787528655	-0.262368684719131
SSX2IP	-0.699403887248538	0.683429410027678	0.185853506138579	-0.303154668439942
RDX	-0.831421299488756	0.45794584894713	-0.061086261627949	-0.521694560244128
PCBP4	-0.86483643620636	0.732988409491784	0.0837437790635172	-0.457086786289804
PUM3	-0.721347104410664	0.677705994983847	0.213950030735417	-0.287431979219693
TRIM28	-0.839019637330078	0.421302413528995	-0.120779217575467	-0.593872592627619
NKAIN3	-0.763523951749596	0.859909751608097	0.304579548180585	-0.24167445546281
POU3F2	-0.73950940053954	0.689803784186102	0.0353615511742987	-0.442275843334572
EHBP1	-0.708744493319865	0.740880495289813	0.199642258755322	-0.270735671766291
PRRT2	-0.694552349847638	0.713709237393246	0.2065533070723	-0.274544870074882
RTF1	-0.853452891508353	0.764832348793129	0.146488485802063	-0.416438633755326
TFDP2	-0.70087329875045	0.818109130565794	0.178124277526419	-0.31163663631434
AC002454.1	-0.849946984842828	0.785153329414235	0.122082609287218	-0.447426894554554
ALDH7A1	-0.866698449754033	0.592496818052414	-0.0344631773394842	-0.542754947542767
TAF15	-0.825663656537296	0.501770350611376	-0.146327134043853	-0.594792461337394
SHOX2	-0.743020439883646	0.713589484716471	0.225925231122619	-0.29962066121076
TERF1	-0.757900008815821	0.814677187631339	0.199135176373397	-0.313057968415458
HNRNPA3	-0.781877239487784	0.522127407260248	-0.0794567384757536	-0.488854477771635
TRDC	-0.86718056807072	0.720540132732581	0.0279389726427102	-0.490148008396083
MPP6	-0.813618879977209	0.73832320640676	0.16314234224422	-0.347399200920824
H3F3A	-0.799964320151765	0.753276745689317	0.206256848714305	-0.33423327026572
