""	MES	NPC	OPC	AC
LINC02631	0.172573184944579	-0.262027384688502	-0.38337876952187	0.247381127566262
AC006547.3	0.175812559982528	-0.238800715892989	-0.300829933343512	0.177631863002364
LINC02734	0.330943260842043	-0.430882012176687	-0.48296357152804	0.410484581422349
HEATR9	0.348350615284297	-0.44296640899008	-0.497211442122767	0.421729289338679
AL022067.1	0.0879963590919864	-0.143368509185996	-0.309565622009829	0.103913281457145
AC006206.2	0.0834394362047932	-0.146507048983389	-0.274946105640299	0.127508705484957
ITPKB-IT1	0.15038392597839	-0.17640667600992	-0.277175722248014	0.0681901551353997
CES1	-0.206081380204099	0.15741544009389	0.0834199385376374	-0.331841508259134
AC007906.2	0.208099752388261	-0.272950228561926	-0.372083927607587	0.236198040601169
DDX53	0.371075401196917	-0.404949337332013	-0.447262876439202	0.477076980081686
AC025262.1	0.0342457377180835	-0.0502308493919605	-0.227628623212661	0.155374618425498
AC005899.3	0.186138028386382	-0.263995199357487	-0.422407844830618	0.303783284232588
AC026458.2	0.308188342004715	-0.369653683003475	-0.471061256922376	0.369752960106083
AC092131.1	0.542995514983604	-0.635857591096058	-0.64288518594615	0.646331986314019
ANPEP	0.342049493724013	-0.299427258938725	-0.410675590961404	0.266068202921396
LINC00649	0.102613353501943	-0.183993195746345	-0.291661803768442	0.114375854600682
C1QTNF7	-0.00556799457403197	-0.0019495383602333	-0.222478443465717	0.147439081876392
LINC00865	0.257329995982323	-0.310073667879111	-0.423931176535044	0.244926460871684
AC005041.3	0.300603559834036	-0.289821842118435	-0.309805517239015	0.288034040425992
AC131210.1	-0.327602936679131	0.19382491805982	0.01411387064972	-0.241514585531012
GPR45	-0.27155242216969	0.116755638720346	-0.150195863724657	-0.103881008792075
LINC02595	0.322063119047915	-0.314587306334525	-0.428024771846047	0.300837252026883
AP001978.1	-0.163715663456463	0.0924317366145524	-0.233191860682459	-0.00659255180642083
MCCC1-AS1	0.375254529037452	-0.413562290219229	-0.453311611329719	0.384960109276917
AC091435.2	0.581060986182111	-0.618406631416777	-0.679543997498898	0.735446309612425
AC012417.1	0.236941469016632	-0.374521997302226	-0.412565151867659	0.36304502069951
LUM	0.366884876903176	-0.317966559389619	-0.420695319611241	0.298476385859692
AL356356.1	0.0567664931482599	-0.160130070395972	-0.224512664239264	0.069685882748377
AL731568.1	0.0455570966957156	-0.0712504281294803	-0.224990851303057	-0.0708043391975772
AP003117.1	0.273685874367238	-0.253014913792161	-0.326462348031892	0.208425899944764
C2CD4B	0.0502449913483997	-0.123806122473841	-0.343526065798626	0.140731205090213
NAA11	0.381458523804846	-0.425162433916069	-0.565166886785781	0.457009478903617
LINC02185	0.115796093989784	-0.0731800039362234	-0.264773011985638	0.123355387346537
SMPDL3B	-0.0396757723442554	-0.078358210203295	-0.350731252407935	0.0944070908665327
COX4I2	0.16389489194124	-0.21161221850291	-0.393545568024409	0.202074495352262
F13A1	-0.184189956236762	0.100305210026263	-0.0319879186392235	-0.157798762108707
NOX3	0.389461125482943	-0.438965835802712	-0.535897440682674	0.450670114546391
CLYBL-AS1	0.374219391436772	-0.438902934989464	-0.51288117520162	0.428738644268653
MMP25	0.0585042326156902	-0.123471246964757	-0.307661881100036	0.131491022286856
AC019127.1	0.07847820791827	-0.152889642889041	-0.432235389191206	0.163281619242798
IQCA1-AS1	0.340876263488801	-0.462247027287081	-0.44635697525898	0.46882763263762
AL031733.2	0.115044383649101	-0.165288003128132	-0.274721013433365	0.14970555103631
COL3A1	0.25928954925423	-0.372637131926179	-0.45348378909359	0.283141434253134
AL022310.1	0.27661443315672	-0.334366817342023	-0.447015297051512	0.306020789155307
AC098820.1	0.468325305712798	-0.481497119249435	-0.648915206308533	0.621585304889945
FP671120.7	-0.0826018540133754	0.0609101605998099	-0.129693357527669	-0.0229095285271452
ASCL4	0.305364155524817	-0.393718897608802	-0.508902364716351	0.350837756302958
LINC02172	0.170598091816346	-0.154156063393221	-0.305941821729784	0.14995723138533
AC090617.2	0.503022004407062	-0.571952675771279	-0.628617001960557	0.536863703125771
CLEC19A	0.359358133013274	-0.387102512127856	-0.405915008190654	0.31336256546861
